Nose_x0,Nose_y0,Neck_x1,Neck_y1,RShoulder_x2,RShoulder_y2,Relbow_x3,RElbow_y3,RWrist_x4,RWrist_y4,LShoulder_x5,LShoulder_y5,LElbow_x6,LElbow_y6,LWrist_x7,LWrist_y7,RHip_x8,RHip_y8,RKnee_x9,RKnee_y9,RAnkle_x10,RAnkle_y10,LHip_x11,LHip_y11,LKnee_x12,LKnee_y12,LAnkle_x13,LAnkle_y13,REye_x14,REye_y14,LEye_x15,LEye_y15,REar_x16,REar_y16,LEar_x17,LEar_y17,action
87,27,87,37,81,37,71,46,61,50,94,37,106,46,118,51,81,61,81,82,79,100,91,61,93,83,94,100,86,27,89,26,84,28,91,27,handclapping
91,30,93,35,87,35,0,0,0,0,98,35,101,29,96,22,87,63,86,82,86,97,96,63,96,82,93,98,90,28,93,29,0,0,96,30,handwaving
88,38,87,45,81,45,76,55,82,57,94,46,99,56,93,57,83,67,83,81,84,94,91,66,89,82,88,93,86,37,89,37,84,37,91,37,handclapping
80,27,81,34,75,34,73,42,74,46,87,34,89,42,88,46,78,53,77,70,79,83,84,53,84,70,84,83,79,25,81,25,78,27,84,27,handclapping
84,35,82,41,76,40,73,50,71,57,88,41,89,50,90,57,79,59,77,73,76,83,85,59,87,73,87,83,82,33,84,33,80,33,86,34,handwaving
89,33,89,39,83,39,77,46,74,49,96,39,102,47,107,49,84,61,87,78,90,92,93,61,91,78,90,91,87,31,90,31,86,32,92,32,handclapping
79,23,83,35,75,35,67,44,57,42,91,35,98,45,102,43,79,63,76,83,77,100,87,63,85,83,84,100,79,22,81,22,0,0,86,23,handclapping
81,35,82,42,73,42,62,42,53,40,90,42,104,44,113,42,76,67,76,83,75,99,84,67,84,76,87,85,80,34,83,34,78,35,85,35,handwaving
94,36,95,42,90,42,0,0,0,0,101,42,106,52,0,0,91,63,90,81,88,95,98,62,94,80,92,94,93,35,96,35,91,35,98,35,handwaving
0,0,141,32,146,33,150,44,154,48,135,32,132,42,132,52,142,53,141,67,136,77,135,53,138,66,133,78,0,0,0,0,145,25,140,25,walking
93,28,93,37,86,36,73,32,68,23,101,37,110,44,119,48,87,63,85,82,84,99,97,63,99,85,99,101,91,27,95,26,90,27,97,27,handclapping
0,0,153,23,155,23,153,33,0,0,150,22,0,0,0,0,150,57,156,82,0,0,147,39,0,0,0,0,0,0,0,0,156,16,0,0,running
61,16,53,26,52,28,56,41,67,50,53,25,59,41,67,50,56,56,59,77,51,99,56,55,58,76,52,100,59,14,61,15,53,16,0,0,walking
0,0,126,33,129,33,0,0,0,0,127,35,122,52,113,61,128,66,135,85,140,101,124,65,113,85,106,96,0,0,0,0,0,0,121,26,walking
58,14,56,20,51,21,49,29,48,37,60,20,62,27,66,33,53,36,57,47,61,59,57,36,55,47,48,56,56,13,59,13,54,13,59,14,walking
82,27,84,37,77,37,75,47,81,48,90,37,91,49,84,48,78,62,79,82,81,97,86,62,85,82,84,97,81,26,84,26,79,27,87,27,handclapping
59,20,68,29,74,27,79,39,79,41,62,31,53,42,53,34,72,61,70,74,62,93,61,61,66,74,72,93,0,0,59,18,0,0,62,19,boxing
0,0,99,37,101,37,0,0,0,0,96,36,87,35,83,35,101,53,97,67,99,79,99,53,97,67,99,80,0,0,0,0,0,0,96,33,boxing
0,0,7,3,10,3,13,8,13,13,5,3,4,8,7,13,8,14,8,23,10,33,6,14,7,23,9,32,0,0,0,0,0,0,0,0,walking
95,27,95,35,87,35,78,39,66,42,103,35,115,42,129,46,89,68,88,88,87,102,100,68,101,87,102,104,93,26,96,25,90,25,99,25,handclapping
93,27,92,33,84,31,77,24,75,18,101,32,111,23,115,16,86,61,84,82,83,102,97,61,98,84,99,103,91,26,94,26,88,26,96,27,handwaving
0,0,43,37,47,38,48,48,0,0,39,36,37,52,33,64,46,61,33,83,27,93,42,63,34,83,27,92,0,0,0,0,46,32,44,31,walking
96,27,93,31,87,31,0,0,0,0,99,31,107,20,101,9,88,64,87,89,88,104,99,65,99,87,97,104,94,25,96,25,88,25,0,0,handwaving
88,37,87,44,81,44,75,50,67,50,93,44,99,49,107,51,83,63,82,79,82,93,90,64,88,80,89,93,87,36,90,36,85,36,90,37,handclapping
91,29,92,38,84,38,76,47,67,52,99,39,108,48,116,55,87,65,85,82,85,97,95,65,94,82,93,98,90,28,93,28,88,29,96,29,handwaving
84,34,85,38,81,38,76,44,73,48,90,38,93,44,96,50,82,54,81,66,81,76,88,54,88,67,86,77,83,33,85,33,82,33,87,33,handwaving
0,0,74,22,0,0,0,0,0,0,0,0,0,0,0,0,73,50,70,79,70,99,76,49,72,79,71,98,0,0,0,0,0,0,0,0,boxing
84,31,86,39,79,39,73,48,68,49,93,38,101,49,104,48,84,64,84,80,81,101,93,63,87,81,84,101,83,29,86,29,81,30,88,29,handclapping
90,29,90,38,80,38,72,50,63,55,99,38,107,46,118,52,83,65,82,83,80,102,94,65,96,87,96,104,88,28,91,27,85,28,93,28,handwaving
67,28,67,38,59,37,48,33,47,29,75,38,0,0,0,0,62,65,60,88,59,107,73,65,75,85,76,106,65,27,69,27,64,28,72,28,handwaving
90,22,96,28,97,27,0,0,0,0,94,29,82,30,72,25,90,54,93,78,93,100,92,54,94,78,93,100,0,0,90,20,0,0,91,22,boxing
102,38,110,44,108,44,0,0,0,0,111,44,106,54,0,0,114,62,119,75,129,89,113,61,104,71,106,82,0,0,103,37,0,0,104,36,running
80,38,79,46,73,46,67,53,59,57,86,46,93,53,102,55,75,71,76,88,76,103,84,70,83,88,84,104,79,37,81,37,76,38,83,38,handclapping
65,18,62,26,56,28,56,39,60,50,67,25,68,37,70,50,60,53,58,68,56,82,67,52,72,68,81,83,63,17,65,16,59,18,0,0,walking
87,30,86,41,79,41,75,55,79,61,93,42,96,55,92,63,80,65,79,84,78,103,90,65,92,86,92,105,86,29,89,29,83,31,90,31,handwaving
89,25,89,35,80,35,76,49,72,56,97,35,101,48,0,0,85,56,0,0,0,0,94,55,0,0,0,0,87,23,90,23,84,24,93,24,handwaving
84,25,81,33,74,33,68,42,59,40,89,32,96,42,106,40,76,58,77,79,77,98,87,59,85,80,83,98,81,24,84,24,78,24,0,0,handclapping
41,24,32,29,27,28,24,39,0,0,36,30,36,44,34,49,25,55,39,66,33,83,30,55,39,66,33,84,39,22,41,23,36,22,0,0,running
84,17,92,27,90,26,79,23,67,22,94,29,91,44,0,0,89,57,90,80,91,98,92,57,90,80,92,100,0,0,85,15,0,0,90,16,boxing
86,18,93,27,0,0,0,0,0,0,92,28,81,31,71,27,93,50,90,82,90,100,90,50,88,63,0,0,0,0,87,17,0,0,92,18,boxing
80,27,85,37,0,0,0,0,0,0,86,37,73,37,64,31,81,61,87,81,87,96,85,60,89,81,89,96,0,0,81,26,0,0,84,27,boxing
85,42,86,48,82,48,76,45,72,43,91,48,99,45,101,44,82,61,83,71,84,81,87,62,86,72,85,81,85,42,86,42,85,42,87,42,handwaving
31,33,38,39,33,40,33,53,0,0,43,40,47,50,49,59,37,65,34,79,29,94,44,64,36,79,28,95,31,32,32,32,0,0,36,32,running
0,0,95,31,0,0,0,0,0,0,88,33,75,34,69,31,101,59,93,75,90,92,0,0,0,0,0,0,0,0,0,0,0,0,90,24,boxing
0,0,140,10,145,10,147,19,144,22,134,9,130,16,133,20,141,27,138,38,138,48,136,26,136,38,135,47,0,0,0,0,144,4,138,4,running
73,23,73,32,66,31,55,39,42,43,82,33,90,42,0,0,67,57,68,81,68,100,77,58,76,80,73,99,72,22,75,22,70,23,78,23,handwaving
0,0,104,33,104,33,97,44,0,0,104,35,104,47,97,46,101,53,99,68,99,88,105,53,104,68,110,85,0,0,0,0,0,0,99,24,boxing
90,28,90,36,82,36,74,44,65,43,97,35,104,43,113,42,85,61,84,78,86,95,94,61,93,79,92,95,87,27,91,27,85,27,93,27,handclapping
89,25,85,30,83,31,81,40,85,50,88,30,90,39,93,49,86,48,87,59,82,68,89,48,88,59,83,68,88,24,0,0,86,24,0,0,walking
104,33,104,39,99,39,89,38,84,37,110,38,120,37,125,34,100,59,99,75,98,88,107,59,108,75,109,89,103,32,104,31,101,32,107,32,handwaving
103,19,113,26,110,25,107,40,104,42,115,26,121,40,107,42,108,50,110,80,111,100,113,51,104,81,105,102,102,17,104,16,0,0,109,16,boxing
79,20,79,29,71,29,62,38,50,44,87,30,96,42,107,45,73,59,73,76,72,91,83,59,84,76,85,94,78,19,81,19,75,20,84,20,handclapping
79,34,86,38,86,37,79,55,76,63,87,40,86,54,79,46,84,65,90,80,99,96,88,65,83,82,84,102,0,0,81,33,0,0,83,33,boxing
45,24,35,31,31,32,31,51,42,61,38,31,38,49,0,0,32,63,24,83,13,104,39,63,44,82,52,101,44,22,0,0,38,21,0,0,walking
71,23,73,34,65,34,62,46,58,48,81,35,84,45,86,47,67,61,67,83,67,100,77,62,75,82,76,99,70,22,73,22,67,23,76,23,handclapping
86,43,87,48,81,47,76,43,73,40,92,47,99,44,99,41,82,61,83,70,84,80,87,61,87,71,86,80,85,42,87,42,84,42,88,42,handwaving
4,35,2,41,0,0,0,0,0,0,6,42,7,50,4,52,0,0,0,0,0,0,3,57,0,0,0,0,4,34,4,34,0,0,0,0,running
75,22,70,31,64,32,62,46,74,42,76,29,82,39,85,35,67,58,67,74,66,89,74,57,73,74,70,88,73,21,76,20,69,22,0,0,boxing
56,16,49,25,53,25,71,23,78,20,45,24,0,0,0,0,52,50,51,60,47,98,45,50,49,60,0,0,55,14,0,0,49,16,0,0,boxing
53,20,46,29,43,30,43,45,47,53,49,27,55,40,62,45,47,56,48,67,45,101,53,55,48,67,0,0,52,18,53,18,47,18,0,0,boxing
54,24,55,35,47,34,38,38,27,38,62,35,63,48,0,0,48,61,45,83,47,101,58,61,57,83,55,102,53,23,56,23,50,24,58,24,handclapping
107,12,110,18,105,18,103,27,103,35,114,20,116,29,116,36,105,37,103,52,106,67,110,38,110,53,110,68,107,11,108,11,0,0,111,12,walking
86,28,87,37,79,36,76,48,73,61,93,37,95,50,96,61,80,64,79,85,80,105,90,63,89,85,87,105,84,26,87,26,82,27,90,27,handwaving
93,16,93,23,87,23,87,32,90,35,99,23,100,32,96,36,90,43,89,58,90,72,96,43,96,59,96,71,91,15,94,15,90,16,96,16,handclapping
78,19,87,22,91,20,0,0,0,0,83,24,68,26,59,22,93,50,93,68,102,88,87,52,79,68,79,91,0,0,79,18,0,0,81,17,boxing
99,23,97,32,89,31,83,38,79,41,106,33,113,42,113,46,91,52,92,68,0,0,101,52,99,81,98,97,97,22,100,22,94,23,102,23,handclapping
80,35,79,42,71,40,65,34,70,30,85,43,0,0,0,0,74,67,75,85,76,100,84,67,84,85,84,100,79,34,81,34,75,33,84,35,handwaving
83,37,84,41,83,39,77,38,70,37,0,0,0,0,0,0,83,55,82,68,82,81,82,55,82,68,83,81,0,0,0,0,82,36,0,0,boxing
98,29,99,36,89,35,75,40,62,44,108,36,122,42,133,45,93,65,89,85,89,102,102,66,89,84,87,101,96,27,99,27,94,26,103,25,handwaving
81,26,84,33,81,31,73,29,65,28,87,35,93,45,87,45,82,55,0,0,0,0,84,55,0,0,0,0,82,24,82,25,0,0,84,26,boxing
87,38,87,42,82,42,76,42,78,40,92,42,98,43,95,40,83,60,82,72,81,83,89,59,89,72,88,84,86,37,88,37,84,37,89,37,handwaving
0,0,32,32,36,32,37,42,0,0,27,33,27,44,27,49,34,50,35,64,42,76,29,50,26,65,26,78,0,0,0,0,33,23,27,24,walking
0,0,107,28,113,28,112,40,0,0,103,29,103,42,102,49,111,49,113,63,116,81,105,49,101,57,95,71,0,0,0,0,110,20,103,20,walking
92,29,91,34,83,32,76,25,76,22,99,35,108,27,110,20,84,61,86,82,85,99,95,60,95,82,95,100,90,27,93,28,88,26,96,28,handwaving
90,16,89,27,80,27,73,37,69,39,98,28,107,37,113,33,83,57,85,78,83,100,94,59,95,82,98,102,88,15,92,15,85,16,93,16,handclapping
0,0,87,42,86,43,0,0,0,0,89,42,0,0,0,0,85,57,86,66,87,78,86,57,86,67,87,78,0,0,0,0,0,0,0,0,boxing
81,18,80,28,72,28,63,37,62,38,90,29,99,41,94,38,75,55,76,83,77,100,85,53,86,83,84,100,79,16,82,16,76,18,85,18,handclapping
85,20,94,26,91,25,0,0,0,0,96,27,76,38,72,27,87,62,91,83,90,104,90,61,95,82,99,97,0,0,85,18,0,0,88,18,boxing
0,0,77,42,75,41,66,44,53,49,0,0,0,0,0,0,76,62,73,82,73,96,74,61,73,82,76,97,0,0,0,0,0,0,0,0,handclapping
66,29,61,33,59,35,64,47,69,57,63,33,66,43,0,0,61,55,64,68,0,0,64,53,67,68,76,83,66,27,0,0,64,27,0,0,walking
87,31,87,37,81,35,72,39,64,39,93,37,100,42,109,44,81,57,83,72,84,85,90,57,90,72,88,85,86,29,88,29,84,30,90,30,handclapping
67,23,67,34,58,34,47,42,32,42,76,35,89,45,101,44,61,63,61,84,61,106,72,63,69,85,67,106,66,21,69,21,63,22,71,22,handwaving
95,18,96,29,87,29,79,37,72,36,103,29,112,35,119,34,90,57,90,82,90,102,101,56,100,84,98,103,93,17,96,17,90,18,99,18,handclapping
131,18,121,28,123,29,124,42,124,57,121,27,0,0,0,0,124,58,127,78,118,100,120,57,127,79,120,99,130,16,0,0,126,18,0,0,walking
92,35,93,42,87,41,78,45,72,42,98,42,105,46,112,44,86,63,87,79,87,94,95,64,95,79,94,93,91,34,93,34,89,34,95,35,handclapping
0,0,8,29,16,25,25,33,21,35,4,31,0,0,0,0,24,47,0,0,0,0,16,54,0,0,0,0,0,0,0,0,7,19,4,20,running
91,24,91,33,82,33,69,41,58,46,100,33,113,43,121,49,84,63,83,83,81,100,95,63,96,85,95,103,90,23,93,22,87,23,95,23,handwaving
46,20,42,29,0,0,0,0,0,0,43,30,44,33,43,25,39,46,49,68,51,86,41,44,38,54,0,0,45,19,0,0,41,20,0,0,running
87,29,87,37,81,37,74,46,76,42,93,37,96,46,93,46,82,61,81,83,79,101,92,61,93,83,93,104,86,28,88,28,84,29,90,29,handclapping
86,24,90,32,88,32,0,0,0,0,92,33,79,33,69,27,86,57,91,78,92,93,91,57,93,78,94,94,0,0,87,23,0,0,90,24,boxing
93,28,92,36,85,36,80,46,73,48,98,37,104,44,108,47,86,61,94,81,85,98,96,62,85,80,93,96,91,27,94,27,89,27,96,27,handclapping
92,24,92,32,83,32,71,39,60,44,99,32,115,38,124,42,84,61,84,83,84,98,96,62,96,83,94,99,90,23,93,23,88,23,96,23,handwaving
13,25,7,31,4,33,6,52,0,0,9,32,7,55,0,0,0,0,0,0,0,0,6,56,17,68,13,86,13,25,0,0,8,25,0,0,running
78,20,79,31,71,31,67,46,64,57,88,31,91,46,91,59,73,58,71,80,70,100,84,58,82,80,83,98,76,18,79,18,74,20,82,20,handclapping
79,33,80,41,73,41,71,51,75,55,87,42,88,53,81,56,76,65,74,83,74,98,83,66,83,83,84,98,78,31,81,31,76,33,84,33,handclapping
84,16,80,22,76,23,73,33,73,44,84,22,85,32,87,42,78,42,79,56,76,74,82,42,81,56,77,74,83,15,84,15,80,16,0,0,walking
85,27,87,34,83,32,74,31,67,31,91,35,86,46,81,37,82,54,84,71,85,87,87,55,86,71,85,88,85,25,87,26,0,0,90,27,boxing
90,31,92,35,84,34,81,49,82,57,99,35,106,26,102,20,84,62,86,82,86,100,96,61,95,82,94,100,90,29,93,29,87,28,96,29,handwaving
75,23,73,35,65,35,59,44,53,45,81,35,89,46,93,44,67,63,71,79,70,102,77,63,74,78,76,102,73,22,77,22,71,23,79,23,handclapping
71,17,79,27,78,26,70,36,64,35,81,29,69,37,59,35,74,53,0,0,0,0,79,54,80,60,0,0,0,0,73,15,0,0,78,16,boxing
84,27,84,34,79,34,76,42,78,36,89,35,93,42,90,36,78,56,79,78,79,97,87,56,84,78,84,97,83,27,85,27,81,27,87,27,handclapping
0,0,82,33,83,32,70,34,63,28,80,33,70,35,64,27,83,57,84,78,82,97,81,56,83,78,83,97,0,0,0,0,79,28,79,29,boxing
90,26,85,32,84,33,94,40,104,35,87,31,95,38,101,36,84,56,84,74,81,92,87,56,84,73,82,93,89,25,90,25,85,25,0,0,boxing
81,31,81,35,76,35,70,29,0,0,87,33,93,28,0,0,76,61,75,82,75,97,84,61,85,82,85,97,79,30,82,30,77,30,85,29,handwaving
90,38,90,46,82,44,73,43,0,0,97,46,98,57,96,62,84,65,83,82,83,95,91,66,90,83,88,94,88,38,91,37,87,38,93,38,handwaving
78,20,79,31,71,31,67,43,61,53,88,31,95,42,101,51,73,57,70,82,70,101,85,57,83,81,80,98,76,18,79,18,73,20,82,19,handclapping
78,31,82,38,81,38,75,44,73,38,84,39,76,46,73,38,79,60,79,75,79,88,79,59,80,75,79,88,0,0,79,30,0,0,81,31,boxing
71,23,73,32,64,31,53,27,0,0,82,33,0,0,0,0,67,57,68,80,67,98,78,57,75,80,73,98,70,22,73,22,68,23,76,23,handwaving
87,29,87,37,80,37,79,48,83,50,94,38,94,49,88,50,81,59,79,79,79,97,89,59,89,81,85,98,86,27,89,27,84,28,92,29,handclapping
59,21,53,29,48,31,50,44,63,40,59,28,67,32,72,30,51,56,51,78,47,92,59,57,57,78,53,92,58,20,59,20,53,21,0,0,boxing
91,35,93,41,0,0,0,0,0,0,93,41,83,41,76,39,92,59,90,67,90,80,92,59,90,68,91,80,91,33,93,33,0,0,93,35,boxing
96,31,94,36,88,36,86,45,92,41,100,36,102,45,96,42,90,58,90,73,91,89,98,59,96,74,96,88,94,29,96,29,92,29,98,29,handclapping
56,17,49,24,47,25,51,40,64,43,51,23,54,40,65,43,50,52,51,65,0,0,51,52,49,65,47,99,54,15,56,15,49,16,0,0,boxing
96,25,101,36,98,35,93,46,89,51,103,37,105,49,105,61,101,61,107,75,113,89,99,61,93,76,82,89,97,24,99,23,0,0,101,25,walking
87,16,97,29,101,27,0,0,0,0,96,32,90,43,84,34,90,53,94,80,94,100,94,53,94,80,94,101,0,0,89,16,0,0,92,19,boxing
83,16,91,25,96,26,0,0,0,0,88,25,76,31,63,31,90,53,90,81,91,102,87,53,90,80,91,102,0,0,84,14,0,0,88,16,boxing
99,29,100,35,92,35,83,27,87,22,107,35,116,29,116,23,94,65,93,84,94,102,104,65,103,84,101,102,98,27,101,27,96,27,103,28,handwaving
82,23,84,32,76,33,71,41,67,47,92,31,96,42,97,52,79,57,77,80,78,93,91,55,88,78,89,94,81,23,84,22,79,23,86,23,handclapping
72,36,78,42,79,41,0,0,0,0,78,42,77,54,73,59,79,64,76,78,73,92,77,63,76,78,92,85,0,0,73,35,0,0,75,35,walking
90,29,84,37,79,38,74,51,83,59,88,36,95,40,102,42,82,60,81,80,79,97,89,59,81,80,80,97,88,27,89,27,83,28,0,0,boxing
11,22,20,32,23,31,0,0,0,0,16,33,9,48,3,53,22,63,22,83,30,102,18,63,22,83,29,101,11,19,13,19,0,0,19,20,walking
90,21,96,31,91,30,81,38,84,33,102,32,101,44,90,40,89,59,88,77,90,95,98,59,101,78,101,98,0,0,93,19,0,0,97,21,boxing
